AH Room­bo­ter paas­haas	Zuivel, eieren/Boter (feestdagen)	1.69	100 g
AH Ge­kleur­de schar­rel­ei­e­ren	Zuivel, eieren/Versier eieren	1.79	6 stuks
AH Ge­vul­de schar­relei­tjes met ker­rie	Kaas, vleeswaren, delicatessen/Gevulde scharreleitjes	3.5	8 stuks
AH Chee­se­ca­ke man­go-pas­sie­vrucht	Zuivel, eieren/Dessert (feestdagen)	3.49	470 g
AH Ko­kos­mous­se met man­go­saus	Zuivel, eieren/Dessert (feestdagen)	1.59	250 g
AH Ge­kleur­de schar­rel­ei­e­ren	Zuivel, eieren/Versier eieren	1.79	6 stuks
AH Schar­rel­ei­e­ren klas­se M	Zuivel, eieren/Scharrel eieren	2.29	10 stuks
AH BASIC Wit­te schar­rel­ei­e­ren	Zuivel, eieren/Scharrel eieren	1.59	10 stuks
AH Bi­o­lo­gisch Ei­e­ren	Zuivel, eieren/Vrije uitloop eieren	2.95	10 stuks
AH Schar­rel­ei­e­ren klas­se L	Zuivel, eieren/Scharrel eieren	2.85	10 stuks
AH Schar­rel­ei­e­ren M voor­deel	Zuivel, eieren/Scharrel eieren	3.65	20 stuks
AH Schar­rel­ei­e­ren klas­se M	Zuivel, eieren/Scharrel eieren	1.65	6 stuks
AH Schar­rel­ei­e­ren XL	Zuivel, eieren/Scharrel eieren	3.49	10 stuks
Van Beek Bi­o­lo­gi­sche ei­e­ren	Zuivel, eieren/Vrije uitloop eieren	3.75	10 stuks
AH Schar­rel­ei L 1-ster	Zuivel, eieren/Scharrel eieren	1.31	4 stuks
AH Ver­se ron­deel­ei­e­ren	Zuivel, eieren/Rondeeleieren	2.09	7 stuks
Van Beek Schar­rel kwar­tel­ei­e­ren	Zuivel, eieren/Scharrel eieren	3.39	12 stuks
AH Room­bo­ter ge­zou­ten	Zuivel, eieren/Gezouten roomboter	2.15	250 g
AH Room­bo­ter on­ge­zou­ten	Zuivel, eieren/Ongezouten roomboter	2.15	250 g
AH Smeer­ba­re room­bo­ter on­ge­zou­ten	Zuivel, eieren/Smeerbare roomboter (ongezouten)	2.39	250 g
AH Smeer­ba­re room­bo­ter ge­zou­ten	Zuivel, eieren/Smeerbare roomboter (gezouten)	2.39	250 g
Cam­pi­na Bo­ter­goud on­ge­zou­ten gras­bo­ter kuip­je	Zuivel, eieren/Smeerbare roomboter (ongezouten)	2.25	225 g
Cam­pi­na Bo­ter­goud on­ge­zou­ten room­bo­ter	Zuivel, eieren/Ongezouten roomboter	2.19	250 g
Lur­pak Smeer­baar on­ge­zou­ten	Zuivel, eieren/Smeerbare roomboter (ongezouten)	2.29	250 g
Lur­pak Smeer­baar ge­zou­ten	Zuivel, eieren/Smeerbare roomboter (gezouten)	2.29	250 g
AH Ex­cel­lent Room­bo­ter zee­zout rol	Zuivel, eieren/Gezouten roomboter	2.29	250 g
Van der Pol Bra­bant­sche room­bo­ter	Zuivel, eieren/Gezouten roomboter	1.99	250 g
Ech­te Bo­ter Pak­je on­ge­zou­ten	Zuivel, eieren/Ongezouten roomboter	2.19	250 g
Ech­te Bo­ter Cupjes­ver­pak­king on­ge­zou­ten	Zuivel, eieren/Smeerbare roomboter (ongezouten)	1.49	10 x 10 g
AH Feest­stol	Snoep, koek, chips/Feeststol	1.99	per stuk
AH Ge­sne­den spelt­stol met aman­del­spijs	Snoep, koek, chips/Feeststol	1.75	4 stuks
AH Feest­stol­le­tje	Snoep, koek, chips/Feeststol	0.55	100 g
De Zaan­se Hoe­ve Half­vol­le melk	Zuivel, eieren/Halfvolle melk (vers)	1.49	2 l
De Zaan­se Hoe­ve Half­vol­le melk	Zuivel, eieren/Halfvolle melk (vers)	0.79	1 l
AH Kar­ne­melk	Zuivel, eieren/Karnemelk (vers)	0.97	1 l
AH Bi­o­lo­gisch Half­vol­le melk	Zuivel, eieren/Halfvolle melk (vers)	1.07	1 l
AH Half­vol­le melk	Zuivel, eieren/Halfvolle melk (vers)	1.39	1,5 l
AH Half­vol­le melk	Zuivel, eieren/Halfvolle melk (vers)	1.05	1 l
AH Bi­o­lo­gisch Half­vol­le melk	Zuivel, eieren/Halfvolle melk (vers)	1.59	1,5 l
AH Half­vol­le melk houd­baar	Zuivel, eieren/Halfvolle melk (houdbaar)	1.09	1 l
AH Vol­le melk	Zuivel, eieren/Volle melk (vers)	1.11	1 l
AH Ma­ge­re melk	Zuivel, eieren/Magere melk (vers)	1.04	1 l
De Zaan­se Hoe­ve Kar­ne­melk	Zuivel, eieren/Karnemelk (vers)	0.69	1 l
De Zaan­se Hoe­ve Vol­le melk	Zuivel, eieren/Volle melk (vers)	0.89	1 l
AH Ma­ge­re yog­hurt	Zuivel, eieren/Magere yoghurt	0.67	1 l
De Zaan­se Hoe­ve Yog­hurt Griek­se stijl	Zuivel, eieren/Griekse yoghurt naturel	1.59	1 kg
AH Mil­de yog­hurt (half­vol)	Zuivel, eieren/Halfvolle yoghurt	0.73	1 l
De Zaan­se Hoe­ve Ma­ge­re yog­hurt	Zuivel, eieren/Magere yoghurt	0.75	1 l
De Zaan­se Hoe­ve Vol­le yog­hurt	Zuivel, eieren/Volle yoghurt	0.85	1 l
AH Bi­o­lo­gisch Mil­de ma­ge­re yog­hurt	Zuivel, eieren/Magere yoghurt	0.74	1 l
Cam­pi­na Ma­ge­re yog­hurt	Zuivel, eieren/Magere yoghurt	1.02	1 l
De Zaan­se Hoe­ve Half­vol­le va­nil­le yog­hurt	Zuivel, eieren/Vanille yoghurt	0.89	1 l
AH Bi­o­lo­gisch Vol­le yog­hurt	Zuivel, eieren/Volle yoghurt	0.76	1 l
AH Half­vol­le va­nil­le­yog­hurt	Zuivel, eieren/Halfvolle yoghurt	0.78	1 l
Ar­la Skyr na­tu­rel	Zuivel, eieren/Skyr - Ijslandse yoghurt	1.42	450 g
Ar­la Bi­o­lo­gi­sche mil­de yog­hurt half­vol	Zuivel, eieren/Halfvolle yoghurt	1.39	1 l
De Zaan­se Hoe­ve Va­nil­le vla	Zuivel, eieren/Vanille vla	0.79	1 l
AH Va­nil­le­vla	Zuivel, eieren/Vanille vla	0.82	1 l
Cam­pi­na Va­nil­le vla	Zuivel, eieren/Vanille vla	1.19	1 l
AH Dub­bel­vla cho­co­la­de-va­nil­le	Zuivel, eieren/Dubbelvla	0.77	1 l
Cam­pi­na Vla­flip va­nil­le	Zuivel, eieren/VlaFlip	1.66	1 l
AH Cho­co­la­de­vla	Zuivel, eieren/Chocolade vla	0.93	1 l
AH Fram­bo­zen­vla	Zuivel, eieren/Fruitvla - enkel	0.94	1 l
De Zaan­se Hoe­ve Cho­co­la­de­vla	Zuivel, eieren/Chocolade vla	0.99	1 l
Cam­pi­na Slag­room­vla va­nil­le	Zuivel, eieren/Vanille vla	1.48	1 l
Cam­pi­na Zacht & luch­tig fram­boos	Zuivel, eieren/Fruitvla - enkel	1.67	1 l
Melk­unie Bol­le­tjes va­nil­le­vla	Zuivel, eieren/Vla met toevoegingen	1.44	1 l
Op­ti­mel Vla 0% vet va­nil­le	Zuivel, eieren/Vanille vla	1.35	1 l
AH Ma­ge­re Fran­se kwark	Zuivel, eieren/Magere kwark	0.95	500 g
AH Ma­ge­re Fran­se kwark	Zuivel, eieren/Magere kwark	1.45	1 kg
AH Vol­le Fran­se kwark	Zuivel, eieren/Volle kwark	1.27	500 g
AH Bi­o­lo­gisch Ma­ge­re kwark na­tu­rel	Zuivel, eieren/Magere kwark	1.79	500 g
Cam­pi­na Ma­ge­re mil­de kwark na­tu­rel	Zuivel, eieren/Volle kwark	1.35	500 g
Da­no­ne Da­nio strac­ci­a­tel­la	Zuivel, eieren/Kwark met smaak (groot)	1.86	450 g
Op­ti­mel Kwark 0% vet aard­bei	Zuivel, eieren/Kwark met smaak (groot)	1.53	500 g
Da­no­ne Da­nio va­nil­le	Zuivel, eieren/Kwark met smaak (groot)	1.79	450 g
Cam­pi­na Ma­ge­re mil­de kwark va­nil­le	Zuivel, eieren/Kwark met smaak (groot)	1.46	500 g
AH Bi­o­gar­de ma­ge­re kwark	Zuivel, eieren/Magere kwark	1.35	500 g
Da­no­ne Da­nio luch­ti­ge kwark aard­bei­en	Zuivel, eieren/Kwark met smaak (portieverpakking)	1.19	2 x 125 g
Alm­hof Vol­le kwark Spaan­se si­naas­ap­pel	Zuivel, eieren/Kwark met smaak (groot)	2.15	500 g
De Zaan­se Hoe­ve Room­bo­ter on­ge­zou­ten	Zuivel, eieren/Ongezouten roomboter	1.79	250 g
AH Goed be­gin - lek­ker op brood	Zuivel, eieren/Smeerbare halvarine	0.99	500 g
AH Smeer­ba­re room­bo­ter on­ge­zou­ten	Zuivel, eieren/Smeerbare roomboter (ongezouten)	2.39	250 g
AH Room­bo­ter on­ge­zou­ten	Zuivel, eieren/Ongezouten roomboter	2.15	250 g
AH Hal­va­ri­ne lek­ker op brood	Zuivel, eieren/Smeerbare margarine	1.09	500 g
Blue Band Goe­de start! kuip	Zuivel, eieren/Smeerbare halvarine	1.45	500 g
Be­cel Light voor op brood	Zuivel, eieren/Smeerbare halvarine	2.15	500 g
Blue Band Hal­va­ri­ne kuip	Zuivel, eieren/Smeerbare halvarine	1.2	500 g
AH Bi­o­lo­gisch Room­bo­ter on­ge­zou­ten	Zuivel, eieren/Ongezouten roomboter	2.29	250 g
AH BASIC Ta­fel­hal­va­ri­ne	Zuivel, eieren/Smeerbare halvarine	0.69	500 g
Cam­pi­na Bo­ter­goud on­ge­zou­ten gras­bo­ter	Zuivel, eieren/Ongezouten roomboter	2.09	250 g
Blue Band Voor ko­ken, bak­ken & bra­den pak­je	Zuivel, eieren/Vaste bakboter en braadboter	1.06	250 g
AH Bi­o­lo­gisch Ei­e­ren	Zuivel, eieren/Vrije uitloop eieren	2.95	10 stuks
AH Schar­rel­ei­e­ren klas­se M	Zuivel, eieren/Scharrel eieren	2.29	10 stuks
AH BASIC Wit­te schar­rel­ei­e­ren	Zuivel, eieren/Scharrel eieren	1.59	10 stuks
AH Schar­rel­ei­e­ren M voor­deel	Zuivel, eieren/Scharrel eieren	3.65	20 stuks
AH Schar­rel­ei­e­ren klas­se L	Zuivel, eieren/Scharrel eieren	2.85	10 stuks
AH Schar­rel­ei­e­ren klas­se M	Zuivel, eieren/Scharrel eieren	1.65	6 stuks
AH Bi­o­lo­gisch Ei­e­ren	Zuivel, eieren/Vrije uitloop eieren	1.75	6 stuks
Van Beek Vrije uit­loop bui­ten­ei­e­ren	Zuivel, eieren/Vrije uitloop eieren	2.51	10 stuks
AH Schar­rel­ei­e­ren XL	Zuivel, eieren/Scharrel eieren	3.49	10 stuks
Van Beek Bi­o­lo­gi­sche ei­e­ren	Zuivel, eieren/Vrije uitloop eieren	3.75	10 stuks
AH Vrije uit­loop­ei­e­ren 2 ster­ren	Zuivel, eieren/Vrije uitloop eieren	2.49	10 stuks
Van Beek Bi­o­lo­gi­sche ei­e­ren maat L	Zuivel, eieren/Vrije uitloop eieren	2.4	6 stuks
